Wojewodztwo_Name,Powiat_MnpP_Name,Gmina_Name,URL_ID,R1_Total_Valid_Votes_Station,R2_Total_Valid_Votes_Station,Expected_Nawrocki_R2,Actual_NAWROCKI Karol Tadeusz_R2,Diff_Nawrocki,Expected_Trzaskowski_R2,Actual_TRZASKOWSKI Rafa Kazimierz_R2,Diff_Trzaskowski
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404509,555.0,0.0,276.04,0.0,-276.04,278.96,0.0,-278.96
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404510,611.0,0.0,281.81,0.0,-281.81,329.19,0.0,-329.19
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404511,753.0,0.0,333.05,0.0,-333.05,419.95,0.0,-419.95
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404512,628.0,0.0,267.26,0.0,-267.26,360.74,0.0,-360.74
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404513,645.0,0.0,299.37,0.0,-299.37,345.63,0.0,-345.63
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404514,605.0,0.0,248.76,0.0,-248.76,356.24,0.0,-356.24
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404515,451.0,0.0,216.78,0.0,-216.78,234.22,0.0,-234.22
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404516,870.0,0.0,367.47,0.0,-367.47,502.53,0.0,-502.53
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404517,587.0,0.0,301.63,0.0,-301.63,285.37,0.0,-285.37
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404518,547.0,0.0,307.82,0.0,-307.82,239.18,0.0,-239.18
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404519,701.0,0.0,346.99,0.0,-346.99,354.01,0.0,-354.01
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404520,888.0,0.0,441.16,0.0,-441.16,446.84,0.0,-446.84
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404521,726.0,0.0,279.37,0.0,-279.37,446.63,0.0,-446.63
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404522,518.0,0.0,258.34,0.0,-258.34,259.66,0.0,-259.66
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404523,730.0,0.0,347.91,0.0,-347.91,382.09,0.0,-382.09
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404524,636.0,0.0,308.75,0.0,-308.75,327.25,0.0,-327.25
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404525,738.0,0.0,358.64,0.0,-358.64,379.36,0.0,-379.36
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1404526,649.0,0.0,359.15,0.0,-359.15,289.85,0.0,-289.85
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1434152,160.0,0.0,31.7,0.0,-31.7,128.3,0.0,-128.3
Województwo dolnośląskie,Powiat dzierzoniowski,m. Dzierzoniow,1434153,17.0,0.0,9.0,0.0,-9.0,8.0,0.0,-8.0
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404527,337.0,0.0,182.92,0.0,-182.92,154.08,0.0,-154.08
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404528,486.0,0.0,243.87,0.0,-243.87,242.13,0.0,-242.13
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404529,577.0,0.0,312.48,0.0,-312.48,264.52,0.0,-264.52
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404530,670.0,0.0,363.06,0.0,-363.06,306.94,0.0,-306.94
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404531,211.0,0.0,137.02,0.0,-137.02,73.98,0.0,-73.98
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404532,242.0,0.0,147.08,0.0,-147.08,94.92,0.0,-94.92
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404533,305.0,0.0,154.79,0.0,-154.79,150.21,0.0,-150.21
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404534,204.0,0.0,110.11,0.0,-110.11,93.89,0.0,-93.89
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1404535,792.0,0.0,399.35,0.0,-399.35,392.65,0.0,-392.65
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1434154,19.0,0.0,10.13,0.0,-10.13,8.87,0.0,-8.87
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Pieszyce,1434155,15.0,0.0,8.72,0.0,-8.72,6.28,0.0,-6.28
Województwo dolnośląskie,Powiat dzierzoniowski,m. Piawa Gorna,1404536,811.0,0.0,433.93,0.0,-433.93,377.07,0.0,-377.07
Województwo dolnośląskie,Powiat dzierzoniowski,m. Piawa Gorna,1404537,888.0,0.0,486.74,0.0,-486.74,401.26,0.0,-401.26
Województwo dolnośląskie,Powiat dzierzoniowski,m. Piawa Gorna,1404538,795.0,0.0,480.53,0.0,-480.53,314.47,0.0,-314.47
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404539,161.0,0.0,84.18,0.0,-84.18,76.82,0.0,-76.82
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404540,348.0,0.0,174.32,0.0,-174.32,173.68,0.0,-173.68
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404541,290.0,0.0,152.93,0.0,-152.93,137.07,0.0,-137.07
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404542,211.0,0.0,121.58,0.0,-121.58,89.42,0.0,-89.42
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404543,216.0,0.0,136.44,0.0,-136.44,79.56,0.0,-79.56
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404544,527.0,0.0,305.81,0.0,-305.81,221.19,0.0,-221.19
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404545,239.0,0.0,142.7,0.0,-142.7,96.3,0.0,-96.3
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404546,251.0,0.0,182.31,0.0,-182.31,68.69,0.0,-68.69
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404547,744.0,0.0,454.67,0.0,-454.67,289.33,0.0,-289.33
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404548,307.0,0.0,179.89,0.0,-179.89,127.11,0.0,-127.11
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404549,572.0,0.0,281.16,0.0,-281.16,290.84,0.0,-290.84
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404550,200.0,0.0,127.99,0.0,-127.99,72.01,0.0,-72.01
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404551,221.0,0.0,128.79,0.0,-128.79,92.21,0.0,-92.21
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1404552,154.0,0.0,96.55,0.0,-96.55,57.45,0.0,-57.45
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Dzierzoniow,1434156,110.0,0.0,25.78,0.0,-25.78,84.22,0.0,-84.22
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404553,466.0,0.0,306.26,0.0,-306.26,159.74,0.0,-159.74
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404554,317.0,0.0,194.0,0.0,-194.0,123.0,0.0,-123.0
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404555,415.0,0.0,301.17,0.0,-301.17,113.83,0.0,-113.83
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404556,180.0,0.0,124.64,0.0,-124.64,55.36,0.0,-55.36
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404557,717.0,0.0,409.51,0.0,-409.51,307.49,0.0,-307.49
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404558,503.0,0.0,283.73,0.0,-283.73,219.27,0.0,-219.27
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404559,216.0,0.0,158.41,0.0,-158.41,57.59,0.0,-57.59
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404560,260.0,0.0,193.57,0.0,-193.57,66.43,0.0,-66.43
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404561,170.0,0.0,124.17,0.0,-124.17,45.83,0.0,-45.83
Województwo dolnośląskie,Powiat dzierzoniowski,gm. agiewniki,1404562,114.0,0.0,87.88,0.0,-87.88,26.12,0.0,-26.12
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404563,445.0,0.0,243.54,0.0,-243.54,201.46,0.0,-201.46
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404564,280.0,0.0,144.13,0.0,-144.13,135.87,0.0,-135.87
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404565,385.0,0.0,234.9,0.0,-234.9,150.1,0.0,-150.1
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404566,325.0,0.0,185.05,0.0,-185.05,139.95,0.0,-139.95
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404567,302.0,0.0,191.48,0.0,-191.48,110.52,0.0,-110.52
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404568,348.0,0.0,214.43,0.0,-214.43,133.57,0.0,-133.57
Województwo dolnośląskie,Powiat dzierzoniowski,gm. Niemcza,1404569,134.0,0.0,73.47,0.0,-73.47,60.53,0.0,-60.53
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404570,1561.0,0.0,648.49,0.0,-648.49,912.51,0.0,-912.51
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404571,1073.0,0.0,510.2,0.0,-510.2,562.8,0.0,-562.8
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404572,957.0,0.0,508.26,0.0,-508.26,448.74,0.0,-448.74
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404573,920.0,0.0,454.44,0.0,-454.44,465.56,0.0,-465.56
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404574,582.0,0.0,298.88,0.0,-298.88,283.12,0.0,-283.12
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404575,765.0,0.0,368.78,0.0,-368.78,396.22,0.0,-396.22
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404576,710.0,0.0,351.09,0.0,-351.09,358.91,0.0,-358.91
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404577,614.0,0.0,308.3,0.0,-308.3,305.7,0.0,-305.7
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404578,767.0,0.0,371.37,0.0,-371.37,395.63,0.0,-395.63
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404579,698.0,0.0,326.14,0.0,-326.14,371.86,0.0,-371.86
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404580,476.0,0.0,222.61,0.0,-222.61,253.39,0.0,-253.39
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404581,917.0,0.0,406.14,0.0,-406.14,510.86,0.0,-510.86
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404582,1135.0,0.0,584.9,0.0,-584.9,550.1,0.0,-550.1
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404583,1051.0,0.0,522.79,0.0,-522.79,528.21,0.0,-528.21
Województwo dolnośląskie,Powiat gogowski,m. Gogow,1404584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
